id,Author,Date,Link Type,Link
760874664859271218,blankadam,09/30/2020 - 14:44:16,track,https://open.spotify.com/track/0YnJ8FnLGputT1EPAkiyh7?si=QRlicTtORMG9hYLAnRX9Ww
760161346477228062,GrapeSoda,09/28/2020 - 15:29:48,track,https://open.spotify.com/track/1R7MonDYxJkdQQqujXZDH4?si=cs9Nn3kIQZG5YmVJhWeCGQ
759215880642363393,Swaes,09/26/2020 - 00:52:51,track,https://open.spotify.com/track/6ngMpsODrDefCklCwdBEhT?si=jMeityN6QjmqlQHnKw-z6A
759093984278347826,Pluto,09/25/2020 - 16:48:29,track,https://open.spotify.com/track/0gEcmyKlIUoi3sHTFVO1bE?si=-EvTRXrET2qEmSI-cmyyoA
757105236191084554,Swaes,09/20/2020 - 05:05:54,track,https://open.spotify.com/track/6kh17zXl4MM4AzSeJP02hB?si=AWvZb_J8SFWWQDH87QogbQ
757082972745629737,Swaes,09/20/2020 - 03:37:26,track,https://open.spotify.com/track/44GokgCa37BTZP2NU2zkoJ?si=bltQVOTmTUWd9y8gw7-8Bw
757082539390140447,Swaes,09/20/2020 - 03:35:43,track,https://open.spotify.com/track/13w7sJT2Xu6AN4gGj4wGv3?si=waLrBOHCSZif0i0rwMBqvA
757066039044341912,blankadam,09/20/2020 - 02:30:09,album,https://open.spotify.com/album/6s4vWWWxNrGcKhrOFYRZzk?si=H1qTfrMqR6Wf1akuBgtOsA
757065969637130291,blankadam,09/20/2020 - 02:29:52,album,https://open.spotify.com/album/5fkFWJ9LZizXE4yPenNGuy?si=bIXE5X0FTUmCrdOuG3uUQg
757059182267596853,Swaes,09/20/2020 - 02:02:54,track,https://open.spotify.com/track/4rHIGjDTXXL9Eudf3YF036?si=dlh9uMkDTHiyqnMx2GcNXQ
757030241716797583,Pluto,09/20/2020 - 00:07:54,track,https://open.spotify.com/track/6wmvyRBDZ2RQ0BgT9QW5ki?si=bwCtRyXCQGWBKn0y_PV1lQ
756567193516245122,Doshi,09/18/2020 - 17:27:55,album,https://open.spotify.com/album/3DkdRBEwaFuyDTjsrf5dGl?si=kbadbHhtTZ66k0iMWcZzBQ
756274197533032509,blankadam,09/17/2020 - 22:03:39,album,https://open.spotify.com/album/1bQHuYWeouoRLLhAZbraA1?si=Bcg_GT7XTiOB5qLvwV6L8g
753297669627052132,blankadam,09/09/2020 - 16:56:00,track,https://open.spotify.com/track/6dLAFNEb2ufM0OjhPpMbFY?si=Fdr0CClvSc6JWQtZNQFO3w
752588912035233803,blankadam,09/07/2020 - 17:59:39,track,https://open.spotify.com/track/2KTIvRAAihIGm8FyhEKdxp?si=sj78UW4rTDO3lGikuxpjHQ
749041654073131111,GrapeSoda,08/28/2020 - 23:04:06,album,https://open.spotify.com/album/0uAvO73fOCoQ5nGAlEYfCf?si=z9hXebhoSHSHql8DCLZlRg
748385820028829768,GrapeSoda,08/27/2020 - 03:38:03,track,https://open.spotify.com/track/4kXX1dTN3aw9JNznU9G3oU?si=noS7COPCQJihBR1AZJOK2g
745109644749438996,Doshi,08/18/2020 - 02:39:42,playlist,https://open.spotify.com/playlist/60iowjRMeufSmV6ebVfvQd?si=VQKzGIOgT7mi4Mk0W55ygw
745109452679807016,Doshi,08/18/2020 - 02:38:56,playlist,https://open.spotify.com/playlist/72mwvx4a5yVG1OBq6CDhI7?si=94_iWXiBQpaCVxkyoIStbw
